10, 43, 24, 15, 138435, 19
15, 63, 29, 61, 207615, 2460
20, 81, 40, 61, 276770, 689
25, 96, 37, 61, 345900, 547
30, 111, 49, 62, 415005, 379
35, 125, 59, 62, 484085, 358
40, 135, 59, 62, 553140, 319
45, 145, 68, 62, 622170, 321
50, 150, 78, 63, 691175, 335
55, 155, 75, 64, 760155, 350
60, 160, 64, 65, 829110, 368
65, 160, 79, 68, 898040, 388
70, 160, 88, 70, 966945, 408
75, 160, 86, 73, 1035825, 428
80, 160, 86, 73, 1104680, 448
85, 160, 94, 73, 1173510, 468
90, 160, 92, 76, 1242315, 488
95, 160, 94, 76, 1311095, 508
100, 160, 95, 76, 1379850, 528
